"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","pid","seed","gun_key","nogun_key","left_obj","right_obj","stimulus","constrast","obj_type","face_id","obj_id","rt_from_start","correct"
"","","sequential-priming","178","533705","0.0-3.0-175.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-213-076-N.png"",""./GrayNonguns/tool_1.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-213-076-N.png","tool_1.png","",""
"","","sequential-priming","179","536619","0.0-3.0-176.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-208-068-N.png"",""./GrayGuns/gun_14.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-208-068-N.png","gun_14.png","",""
"","","sequential-priming","180","539534","0.0-3.0-177.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-029-023-N.png"",""./GrayNonguns/cell_6.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-029-023-N.png","cell_6.png","",""
"","","sequential-priming","181","542450","0.0-3.0-178.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-254-152-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-254-152-N.png","gun_18.png","",""
"","","sequential-priming","182","545364","0.0-3.0-179.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-031-003-N.png"",""./GrayNonguns/wallet_3.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-031-003-N.png","wallet_3.png","",""
"","","sequential-priming","183","548278","0.0-3.0-180.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-233-106-N.png"",""./GrayGuns/gun_14.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-233-106-N.png","gun_14.png","",""
"","","sequential-priming","184","551192","0.0-3.0-181.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-242-011-N.png"",""./GrayNonguns/keys_1.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-242-011-N.png","keys_1.png","",""
"","","sequential-priming","185","554104","0.0-3.0-182.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-220-068-N.png"",""./GrayNonguns/tool_1.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-220-068-N.png","tool_1.png","",""
"","","sequential-priming","186","557024","0.0-3.0-183.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-258-125-N.png"",""./GrayNonguns/tool_5.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-258-125-N.png","tool_5.png","",""
"","","sequential-priming","187","559942","0.0-3.0-184.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-205-007-N.png"",""./GrayGuns/gun_4.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-205-007-N.png","gun_4.png","",""
"","","sequential-priming","188","562856","0.0-3.0-185.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-212-097-N.png"",""./GrayNonguns/cell_1.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-212-097-N.png","cell_1.png","",""
"","","sequential-priming","189","565774","0.0-3.0-186.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-037-025-N.png"",""./GrayGuns/gun_4.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-037-025-N.png","gun_4.png","",""
"","","sequential-priming","190","568689","0.0-3.0-187.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-009-002-N.png"",""./GrayGuns/gun_13.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-009-002-N.png","gun_13.png","",""
"","","sequential-priming","191","571602","0.0-3.0-188.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-041-021-N.png"",""./GrayNonguns/keys_4.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-041-021-N.png","keys_4.png","",""
"","","sequential-priming","192","574515","0.0-3.0-189.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-028-003-N.png"",""./GrayNonguns/cell_4.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-028-003-N.png","cell_4.png","",""
"","","sequential-priming","193","577427","0.0-3.0-190.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-233-106-N.png"",""./GrayGuns/gun_12.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-233-106-N.png","gun_12.png","",""
"","","sequential-priming","194","580340","0.0-3.0-191.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-011-002-N.png"",""./GrayGuns/gun_2.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-011-002-N.png","gun_2.png","",""
"","","sequential-priming","195","583252","0.0-3.0-192.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-039-018-N.png"",""./GrayNonguns/tool_5.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-039-018-N.png","tool_5.png","",""
"","","sequential-priming","196","586166","0.0-3.0-193.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-009-002-N.png"",""./GrayGuns/gun_11.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-009-002-N.png","gun_11.png","",""
"","","sequential-priming","197","589082","0.0-3.0-194.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-026-001-N.png"",""./GrayNonguns/tool_2.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-026-001-N.png","tool_2.png","",""
"","","sequential-priming","198","591996","0.0-3.0-195.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-012-001-N.png"",""./GrayNonguns/cell_8.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-012-001-N.png","cell_8.png","",""
"","","sequential-priming","199","594907","0.0-3.0-196.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-251-002-N.png"",""./GrayNonguns/cell_2.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-251-002-N.png","cell_2.png","",""
"","","sequential-priming","200","597821","0.0-3.0-197.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-010-001-N.png"",""./GrayNonguns/cell_7.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-010-001-N.png","cell_7.png","",""
"","","sequential-priming","201","600737","0.0-3.0-198.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-032-001-N.png"",""./GrayNonguns/wallet_6.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-032-001-N.png","wallet_6.png","",""
"","","sequential-priming","202","603647","0.0-3.0-199.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-220-068-N.png"",""./GrayNonguns/keys_6.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-220-068-N.png","keys_6.png","",""
"","","sequential-priming","203","606561","0.0-3.0-200.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-006-002-N.png"",""./GrayNonguns/wallet_5.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-006-002-N.png","wallet_5.png","",""
"","","sequential-priming","204","609473","0.0-3.0-201.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-033-025-N.png"",""./GrayGuns/gun_3.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-033-025-N.png","gun_3.png","",""
"","","sequential-priming","205","612389","0.0-3.0-202.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-243-107-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-243-107-N.png","gun_18.png","",""
"","","sequential-priming","206","615299","0.0-3.0-203.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-038-003-N.png"",""./GrayNonguns/tool_7.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-038-003-N.png","tool_7.png","",""
"","","sequential-priming","207","618210","0.0-3.0-204.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-231-112-N.png"",""./GrayNonguns/cell_5.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-231-112-N.png","cell_5.png","",""
"","","sequential-priming","208","621126","0.0-3.0-205.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-249-239-N.png"",""./GrayNonguns/keys_6.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-249-239-N.png","keys_6.png","",""
"","","sequential-priming","209","624040","0.0-3.0-206.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-004-010-N.png"",""./GrayGuns/gun_2.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-004-010-N.png","gun_2.png","",""
"","","sequential-priming","210","626951","0.0-3.0-207.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-250-157-N.png"",""./GrayNonguns/cell_2.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-250-157-N.png","cell_2.png","",""
"","","sequential-priming","211","629863","0.0-3.0-208.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-038-003-N.png"",""./GrayNonguns/tool_8.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-038-003-N.png","tool_8.png","",""
"","","sequential-priming","212","632773","0.0-3.0-209.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-232-070-N.png"",""./GrayNonguns/cell_1.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-232-070-N.png","cell_1.png","",""
"593","73","sequential-priming","213","635773","0.0-3.0-210.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-249-239-N.png"",""./GrayNonguns/tool_3.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-249-239-N.png","tool_3.png","993","false"
"","","sequential-priming","214","638687","0.0-3.0-211.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-037-025-N.png"",""./GrayNonguns/keys_4.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-037-025-N.png","keys_4.png","",""
"","","sequential-priming","215","641601","0.0-3.0-212.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-013-001-N.png"",""./GrayNonguns/wallet_7.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-013-001-N.png","wallet_7.png","",""
"","","sequential-priming","216","644512","0.0-3.0-213.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-256-138-N.png"",""./GrayGuns/gun_5.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-256-138-N.png","gun_5.png","",""
"","","sequential-priming","217","647424","0.0-3.0-214.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-224-197-N.png"",""./GrayGuns/gun_18.png"",""MaskReal.png""]","high","gun","SHINEd_Hi_WM-224-197-N.png","gun_18.png","",""
"","","sequential-priming","218","650338","0.0-3.0-215.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-034-030-N.png"",""./GrayNonguns/wallet_4.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-034-030-N.png","wallet_4.png","",""
"","","sequential-priming","219","653248","0.0-3.0-216.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-013-001-N.png"",""./GrayNonguns/wallet_6.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-013-001-N.png","wallet_6.png","",""
"","","sequential-priming","220","656161","0.0-3.0-217.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./HiCon/SHINEd_Hi_WM-041-021-N.png"",""./GrayNonguns/wallet_4.png"",""MaskReal.png""]","high","nogun","SHINEd_Hi_WM-041-021-N.png","wallet_4.png","",""
"","","sequential-priming","221","659073","0.0-3.0-218.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-014-002-N*.png"",""./GrayNonguns/wallet_7.png"",""MaskReal.png""]","low","nogun","SHINEd_Lo_WM-014-002-N*.png","wallet_7.png","",""
"","","sequential-priming","222","661988","0.0-3.0-219.0","-1","1492035703161","i","e","NO GUN","GUN","[""MaskReal.png"",""./LoCon/SHINEd_Lo_WM-012-001-N.png"",""./GrayGuns/gun_19.png"",""MaskReal.png""]","low","gun","SHINEd_Lo_WM-012-001-N.png","gun_19.png","",""
"","","call-function","223","662011","0.0-4.0","-1","1492035703161","i","e","NO GUN","GUN","","","","","","",""
